images_list,label
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_12.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_25.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_38.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_51.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_64.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_77.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_89.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_102.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_115.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_128.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_141.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_154.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_166.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_179.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_192.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_205.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_218.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_231.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_243.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_256.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_269.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_282.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_295.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\005_010\frame_308.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_14.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_28.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_42.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_56.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_70.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_84.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_98.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_113.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_127.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_141.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_155.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_169.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_183.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_197.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_212.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_226.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_240.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_254.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_268.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_282.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_296.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_310.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_325.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\079\frame_339.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_18.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_36.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_54.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_73.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_91.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_109.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_127.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_146.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_164.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_182.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_200.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_219.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_237.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_255.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_274.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_292.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_310.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_328.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_347.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_365.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_383.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_401.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_420.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\040\frame_438.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_10.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_20.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_30.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_40.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_50.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_60.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_70.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_80.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_90.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_101.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_111.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_121.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_131.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_141.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_151.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_161.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_171.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_181.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_191.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_202.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_212.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_222.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_232.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\003_000\frame_242.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\013\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\013\frame_11.jpg,1
